hour,minute,desktop,smartphone,tablet,other mobile
10, 8 , 450 , 46 , 78 , 9 
10, 9 , 455 , 48 , 72 , 8 
10, 10 , 449 , 47 , 74 , 8 
10, 11 , 455 , 46 , 79 , 8 
10, 12 , 447 , 41 , 78 , 7 
10, 13 , 472 , 44 , 71 , 6 
10, 14 , 463 , 48 , 76 , 8 
10, 15 , 498 , 52 , 84 , 8 
10, 16 , 483 , 47 , 86 , 8 
10, 17 , 463 , 47 , 82 , 8 
10, 18 , 472 , 52 , 87 , 7 
10, 19 , 457 , 53 , 81 , 7 
10, 20 , 469 , 56 , 88 , 8 
10, 21 , 456 , 55 , 85 , 6 
10, 22 , 455 , 54 , 87 , 7 
10, 23 , 443 , 51 , 81 , 7 
10, 24 , 455 , 43 , 83 , 8 
10, 25 , 448 , 48 , 81 , 7 
10, 26 , 469 , 46 , 82 , 8 
10, 27 , 488 , 47 , 87 , 7 
10, 28 , 470 , 48 , 82 , 6 
10, 29 , 462 , 51 , 76 , 8 
