hour,minute,desktop,smartphone,tablet,other mobile
17, 51 , 626 , 500 , 112 , 85 , 10 
17, 52 , 585 , 446 , 113 , 90 , 11 
17, 53 , 602 , 468 , 109 , 85 , 12 
17, 54 , 568 , 452 , 108 , 88 , 11 
17, 55 , 560 , 444 , 104 , 86 , 11 
17, 56 , 561 , 446 , 100 , 85 , 13 
17, 57 , 606 , 469 , 112 , 80 , 12 
17, 58 , 576 , 454 , 116 , 81 , 13 
17, 59 , 558 , 447 , 104 , 83 , 13 
18, -   , 606 , 482 , 120 , 75 , 12 
18, 1 , 723 , 597 , 113 , 80 , 11 
18, 2 , 677 , 561 , 113 , 70 , 12 
18, 3 , 685 , 558 , 110 , 82 , 12 
18, 4 , 726 , 581 , 125 , 80 , 12 
18, 5 , 664 , 523 , 117 , 77 , 13 
18, 6 , 586 , 476 , 122 , 78 , 12 
18, 7 , 576 , 487 , 118 , 83 , 13 
18, 8 , 589 , 473 , 105 , 82 , 11 
18, 9 , 582 , 448 , 108 , 89 , 11 
18, 10 , 565 , 440 , 99 , 88 , 12 
18, 11 , 567 , 464 , 104 , 85 , 11 
18, 12 , 536 , 445 , 116 , 90 , 12 
18, 13 , 541 , 454 , 101 , 86 , 12 
18, 14 , 597 , 483 , 101 , 87 , 13 
18, 15 , 614 , 506 , 111 , 86 , 11 
18, 16 , 563 , 456 , 108 , 85 , 10 
18, 17 , 560 , 455 , 111 , 82 , 12 
18, 18 , 565 , 436 , 117 , 84 , 11 
18, 19 , 566 , 445 , 107 , 82 , 12 
18, 20 , 593 , 445 , 114 , 84 , 11 
18, 21 , 563 , 450 , 111 , 83 , 12 
18, 22 , 562 , 438 , 109 , 82 , 11 
18, 23 , 553 , 434 , 116 , 80 , 10 
18, 24 , 559 , 451 , 111 , 81 , 10 
18, 25 , 532 , 445 , 112 , 82 , 12 
18, 26 , 579 , 471 , 109 , 87 , 10 
18, 27 , 575 , 478 , 110 , 84 , 11 
18, 28 , 554 , 463 , 117 , 89 , 12 
18, 29 , 566 , 465 , 119 , 91 , 12 
18, 30 , 548 , 475 , 118 , 83 , 13 
18, 31 , 565 , 499 , 110 , 87 , 11 
18, 32 , 537 , 453 , 111 , 88 , 13 
18, 33 , 554 , 471 , 120 , 86 , 12 
18, 34 , 549 , 458 , 106 , 81 , 12 
18, 35 , 544 , 445 , 113 , 76 , 11 
18, 36 , 544 , 452 , 111 , 76 , 12 
18, 37 , 546 , 446 , 117 , 81 , 9 
18, 38 , 602 , 497 , 114 , 80 , 11 
18, 39 , 573 , 473 , 115 , 81 , 11 
18, 40 , 559 , 463 , 105 , 80 , 10 
18, 41 , 557 , 447 , 105 , 76 , 13 
18, 42 , 537 , 443 , 115 , 87 , 10 
18, 43 , 540 , 426 , 108 , 80 , 12 
18, 44 , 566 , 464 , 106 , 75 , 10 
18, 45 , 587 , 489 , 103 , 75 , 10 
18, 46 , 568 , 458 , 101 , 80 , 10 
18, 47 , 570 , 459 , 103 , 77 , 11 
18, 48 , 551 , 438 , 102 , 81 , 11 
18, 49 , 546 , 449 , 104 , 91 , 13 
18, 50 , 544 , 451 , 106 , 87 , 10 
18, 51 , 605 , 529 , 110 , 81 , 10 
18, 52 , 544 , 456 , 108 , 73 , 10 
18, 53 , 581 , 470 , 99 , 71 , 11 
18, 54 , 558 , 458 , 107 , 73 , 10 
18, 55 , 547 , 450 , 99 , 75 , 12 
18, 56 , 528 , 443 , 102 , 76 , 9 
18, 57 , 584 , 472 , 97 , 78 , 11 
18, 58 , 545 , 434 , 104 , 69 , 12 
18, 59 , 523 , 430 , 98 , 76 , 11 
19, -   , 580 , 450 , 104 , 80 , 10 
19, 1 , 670 , 570 , 98 , 73 , 10 
19, 2 , 614 , 547 , 96 , 73 , 9 
19, 3 , 611 , 542 , 95 , 74 , 9 
19, 4 , 655 , 562 , 94 , 71 , 9 
19, 5 , 630 , 498 , 101 , 77 , 10 
19, 6 , 577 , 459 , 107 , 75 , 10 
19, 7 , 539 , 447 , 98 , 71 , 11 
19, 8 , 556 , 438 , 100 , 72 , 10 
19, 9 , 535 , 428 , 102 , 76 , 10 
19, 10 , 515 , 416 , 95 , 71 , 11 
19, 11 , 507 , 422 , 93 , 77 , 10 
19, 12 , 529 , 420 , 93 , 76 , 11 
19, 13 , 509 , 423 , 96 , 76 , 12 
19, 14 , 564 , 442 , 102 , 76 , 10 
19, 15 , 583 , 483 , 99 , 68 , 10 
19, 16 , 526 , 429 , 97 , 74 , 9 
19, 17 , 528 , 424 , 105 , 73 , 9 
19, 18 , 524 , 399 , 99 , 71 , 8 
19, 19 , 525 , 408 , 98 , 65 , 8 
19, 20 , 530 , 402 , 100 , 67 , 10 
19, 21 , 513 , 402 , 92 , 72 , 10 
19, 22 , 504 , 412 , 99 , 71 , 10 
19, 23 , 545 , 440 , 95 , 71 , 7 
19, 24 , 519 , 407 , 102 , 76 , 11 
19, 25 , 534 , 410 , 100 , 70 , 10 
19, 26 , 554 , 430 , 95 , 67 , 9 
19, 27 , 550 , 449 , 97 , 68 , 8 
19, 28 , 545 , 419 , 102 , 71 , 9 
19, 29 , 548 , 403 , 101 , 69 , 10 
19, 30 , 544 , 408 , 102 , 71 , 11 
19, 31 , 543 , 411 , 106 , 72 , 10 
19, 32 , 525 , 403 , 101 , 68 , 9 
19, 33 , 547 , 429 , 104 , 71 , 8 
19, 34 , 530 , 406 , 97 , 73 , 9 
19, 35 , 526 , 398 , 99 , 72 , 8 
19, 36 , 526 , 403 , 95 , 77 , 10 
19, 37 , 518 , 400 , 105 , 70 , 11 
19, 38 , 557 , 436 , 100 , 68 , 10 
19, 39 , 572 , 409 , 100 , 69 , 10 
19, 40 , 554 , 408 , 104 , 75 , 10 
19, 41 , 546 , 391 , 99 , 71 , 11 
19, 42 , 534 , 397 , 98 , 70 , 12 
19, 43 , 528 , 398 , 106 , 70 , 10 
19, 44 , 531 , 413 , 97 , 71 , 11 
19, 45 , 593 , 441 , 102 , 71 , 7 
19, 46 , 560 , 415 , 100 , 76 , 9 
19, 47 , 549 , 397 , 101 , 74 , 9 
19, 48 , 547 , 404 , 97 , 71 , 10 
19, 49 , 551 , 396 , 99 , 71 , 10 
19, 50 , 551 , 401 , 103 , 70 , 10 
19, 51 , 601 , 455 , 101 , 74 , 10 
19, 52 , 541 , 414 , 102 , 67 , 9 
19, 53 , 576 , 416 , 95 , 70 , 10 
19, 54 , 542 , 412 , 98 , 78 , 9 
19, 55 , 530 , 392 , 96 , 73 , 8 
19, 56 , 529 , 389 , 91 , 72 , 7 
19, 57 , 590 , 410 , 107 , 72 , 8 
19, 58 , 539 , 390 , 100 , 66 , 10 
19, 59 , 532 , 366 , 96 , 82 , 8 
20, -   , 588 , 406 , 103 , 78 , 10 
20, 1 , 675 , 510 , 97 , 70 , 8 
20, 2 , 664 , 484 , 93 , 79 , 8 
20, 3 , 667 , 485 , 99 , 83 , 9 
20, 4 , 706 , 505 , 98 , 75 , 10 
20, 5 , 613 , 473 , 98 , 84 , 9 
20, 6 , 575 , 431 , 101 , 73 , 9 
20, 7 , 556 , 426 , 98 , 71 , 10 
20, 8 , 534 , 401 , 98 , 65 , 8 
20, 9 , 511 , 398 , 87 , 71 , 11 
20, 10 , 516 , 381 , 94 , 63 , 9 
20, 11 , 513 , 381 , 89 , 72 , 10 
20, 12 , 519 , 374 , 87 , 68 , 11 
20, 13 , 508 , 378 , 91 , 68 , 11 
20, 14 , 547 , 416 , 100 , 77 , 9 
20, 15 , 579 , 442 , 93 , 76 , 8 
20, 16 , 527 , 385 , 87 , 76 , 8 
20, 17 , 516 , 379 , 90 , 76 , 8 
20, 18 , 498 , 379 , 88 , 79 , 9 
20, 19 , 504 , 379 , 92 , 130 , 8 
20, 20 , 502 , 390 , 88 , 107 , 8 
20, 21 , 486 , 373 , 92 , 76 , 9 
20, 22 , 490 , 366 , 93 , 80 , 8 
20, 23 , 568 , 430 , 94 , 81 , 8 
20, 24 , 482 , 379 , 93 , 76 , 7 
20, 25 , 484 , 388 , 96 , 73 , 9 
20, 26 , 510 , 391 , 95 , 74 , 8 
20, 27 , 527 , 410 , 92 , 69 , 8 
20, 28 , 514 , 391 , 87 , 75 , 9 
20, 29 , 498 , 376 , 85 , 80 , 8 
20, 30 , 496 , 394 , 91 , 75 , 9 
20, 31 , 505 , 379 , 82 , 68 , 8 
20, 32 , 488 , 361 , 84 , 73 , 7 
20, 33 , 510 , 374 , 90 , 78 , 8 
20, 34 , 488 , 359 , 90 , 80 , 7 
20, 35 , 493 , 351 , 90 , 71 , 9 
20, 36 , 487 , 344 , 85 , 75 , 8 
20, 37 , 487 , 374 , 95 , 65 , 8 
20, 38 , 531 , 403 , 93 , 64 , 8 
20, 39 , 532 , 380 , 96 , 71 , 7 
20, 40 , 512 , 368 , 91 , 72 , 9 
20, 41 , 497 , 366 , 92 , 70 , 9 
20, 42 , 486 , 355 , 93 , 75 , 10 
20, 43 , 480 , 349 , 88 , 71 , 8 
20, 44 , 494 , 381 , 92 , 69 , 9 
20, 45 , 523 , 396 , 94 , 72 , 9 
20, 46 , 495 , 367 , 92 , 74 , 10 
20, 47 , 493 , 378 , 93 , 76 , 9 
20, 48 , 483 , 352 , 89 , 69 , 8 
20, 49 , 475 , 367 , 89 , 69 , 9 
20, 50 , 477 , 364 , 90 , 75 , 6 
20, 51 , 537 , 431 , 96 , 70 , 10 
20, 52 , 496 , 391 , 95 , 75 , 8 
20, 53 , 527 , 393 , 90 , 70 , 9 
20, 54 , 485 , 380 , 92 , 67 , 7 
20, 55 , 467 , 368 , 90 , 70 , 7 
20, 56 , 451 , 353 , 91 , 76 , 8 
20, 57 , 523 , 395 , 93 , 74 , 9 
20, 58 , 488 , 370 , 88 , 74 , 9 
20, 59 , 475 , 360 , 91 , 69 , 9 
21, -   , 537 , 383 , 93 , 67 , 7 
21, 1 , 615 , 510 , 89 , 76 , 9 
21, 2 , 586 , 486 , 92 , 65 , 8 
21, 3 , 554 , 478 , 93 , 75 , 9 
21, 4 , 629 , 513 , 96 , 72 , 8 
21, 5 , 535 , 445 , 89 , 74 , 8 
21, 6 , 502 , 411 , 97 , 72 , 7 
21, 7 , 489 , 389 , 90 , 71 , 10 
21, 8 , 468 , 380 , 92 , 71 , 8 
21, 9 , 469 , 364 , 91 , 81 , 7 
21, 10 , 474 , 365 , 85 , 82 , 8 
21, 11 , 456 , 341 , 86 , 84 , 11 
21, 12 , 470 , 353 , 92 , 84 , 8 
21, 13 , 470 , 345 , 90 , 79 , 9 
21, 14 , 491 , 385 , 86 , 74 , 7 
21, 15 , 507 , 429 , 90 , 71 , 9 
21, 16 , 459 , 366 , 90 , 81 , 7 
21, 17 , 450 , 348 , 83 , 79 , 8 
21, 18 , 454 , 338 , 77 , 80 , 9 
21, 19 , 438 , 341 , 80 , 83 , 7 
21, 20 , 453 , 331 , 78 , 80 , 8 
21, 21 , 446 , 334 , 88 , 78 , 6 
21, 22 , 425 , 321 , 84 , 69 , 6 
21, 23 , 433 , 333 , 91 , 76 , 7 
21, 24 , 436 , 338 , 92 , 74 , 8 
21, 25 , 434 , 342 , 85 , 81 , 7 
21, 26 , 460 , 357 , 84 , 73 , 8 
21, 27 , 481 , 369 , 95 , 72 , 8 
21, 28 , 448 , 331 , 93 , 78 , 8 
21, 29 , 467 , 332 , 82 , 76 , 9 
21, 30 , 450 , 349 , 87 , 82 , 8 
21, 31 , 451 , 343 , 89 , 90 , 8 
21, 32 , 425 , 331 , 95 , 81 , 7 
21, 33 , 452 , 339 , 95 , 78 , 7 
21, 34 , 450 , 312 , 90 , 80 , 8 
21, 35 , 428 , 311 , 87 , 80 , 8 
21, 36 , 436 , 304 , 90 , 85 , 8 
21, 37 , 423 , 303 , 87 , 81 , 6 
21, 38 , 466 , 342 , 88 , 77 , 7 
21, 39 , 466 , 331 , 84 , 77 , 9 
21, 40 , 450 , 323 , 92 , 82 , 7 
21, 41 , 431 , 315 , 98 , 75 , 7 
21, 42 , 428 , 311 , 101 , 86 , 6 
21, 43 , 420 , 307 , 97 , 87 , 7 
21, 44 , 462 , 323 , 87 , 87 , 8 
21, 45 , 478 , 346 , 86 , 83 , 8 
21, 46 , 440 , 322 , 89 , 93 , 7 
21, 47 , 448 , 308 , 94 , 90 , 8 
21, 48 , 423 , 320 , 88 , 82 , 10 
21, 49 , 420 , 303 , 90 , 81 , 7 
21, 50 , 424 , 302 , 92 , 85 , 9 
21, 51 , 476 , 367 , 90 , 83 , 10 
21, 52 , 427 , 316 , 92 , 81 , 10 
21, 53 , 447 , 328 , 89 , 87 , 10 
21, 54 , 409 , 312 , 88 , 86 , 11 
21, 55 , 404 , 303 , 93 , 87 , 13 
21, 56 , 449 , 292 , 108 , 95 , 13 
21, 57 , 516 , 332 , 115 , 96 , 14 
21, 58 , 479 , 302 , 126 , 95 , 11 
21, 59 , 456 , 282 , 130 , 85 , 12 
22, -   , 530 , 333 , 119 , 90 , 11 
22, 1 , 618 , 453 , 125 , 91 , 11 
22, 2 , 562 , 407 , 127 , 93 , 11 
22, 3 , 584 , 419 , 131 , 104 , 10 
22, 4 , 616 , 433 , 138 , 105 , 13 
22, 5 , 548 , 378 , 136 , 102 , 13 
22, 6 , 510 , 339 , 136 , 101 , 12 
22, 7 , 468 , 322 , 122 , 98 , 12 
22, 8 , 468 , 304 , 129 , 95 , 12 
22, 9 , 447 , 288 , 133 , 90 , 13 
22, 10 , 429 , 282 , 125 , 93 , 12 
22, 11 , 437 , 274 , 121 , 100 , 11 
22, 12 , 450 , 283 , 130 , 105 , 11 
22, 13 , 452 , 282 , 136 , 107 , 14 
22, 14 , 487 , 329 , 137 , 105 , 13 
22, 15 , 525 , 359 , 142 , 104 , 15 
22, 16 , 463 , 307 , 141 , 103 , 13 
22, 17 , 438 , 292 , 136 , 102 , 14 
22, 18 , 443 , 292 , 134 , 105 , 14 
22, 19 , 435 , 285 , 142 , 107 , 14 
22, 20 , 426 , 295 , 133 , 104 , 14 
22, 21 , 426 , 285 , 141 , 104 , 12 
22, 22 , 412 , 281 , 157 , 105 , 11 
22, 23 , 417 , 268 , 148 , 99 , 10 
22, 24 , 409 , 274 , 150 , 110 , 10 
22, 25 , 408 , 285 , 144 , 106 , 10 
22, 26 , 440 , 299 , 153 , 112 , 10 
22, 27 , 435 , 307 , 154 , 116 , 11 
22, 28 , 416 , 300 , 160 , 110 , 12 
22, 29 , 414 , 277 , 158 , 112 , 12 
22, 30 , 423 , 294 , 151 , 101 , 13 
22, 31 , 420 , 284 , 156 , 112 , 11 
22, 32 , 404 , 273 , 155 , 113 , 11 
22, 33 , 411 , 286 , 160 , 106 , 11 
22, 34 , 402 , 273 , 162 , 106 , 13 
22, 35 , 380 , 264 , 156 , 104 , 9 
22, 36 , 385 , 259 , 154 , 113 , 12 
22, 37 , 385 , 258 , 162 , 115 , 14 
22, 38 , 421 , 288 , 165 , 111 , 12 
22, 39 , 416 , 290 , 155 , 107 , 13 
22, 40 , 396 , 286 , 157 , 108 , 14 
22, 41 , 393 , 278 , 153 , 106 , 10 
22, 42 , 374 , 271 , 156 , 112 , 14 
22, 43 , 373 , 263 , 150 , 114 , 15 
22, 44 , 399 , 285 , 152 , 110 , 10 
22, 45 , 438 , 316 , 152 , 113 , 11 
22, 46 , 412 , 292 , 140 , 115 , 11 
22, 47 , 412 , 292 , 141 , 121 , 12 
22, 48 , 396 , 272 , 148 , 123 , 15 
22, 49 , 405 , 266 , 147 , 120 , 13 
22, 50 , 392 , 280 , 151 , 122 , 16 
22, 51 , 457 , 338 , 149 , 117 , 11 
22, 52 , 395 , 281 , 152 , 114 , 11 
22, 53 , 426 , 298 , 155 , 119 , 14 
22, 54 , 393 , 273 , 150 , 108 , 14 
22, 55 , 368 , 271 , 150 , 114 , 12 
22, 56 , 366 , 268 , 146 , 115 , 10 
22, 57 , 423 , 310 , 154 , 120 , 13 
22, 58 , 388 , 267 , 145 , 113 , 11 
22, 59 , 366 , 265 , 147 , 121 , 11 
23, -   , 434 , 308 , 151 , 113 , 12 
23, 1 , 515 , 421 , 148 , 110 , 11 
23, 2 , 499 , 429 , 143 , 116 , 10 
23, 3 , 470 , 393 , 129 , 119 , 11 
23, 4 , 514 , 436 , 134 , 114 , 11 
23, 5 , 448 , 375 , 138 , 114 , 12 
23, 6 , 396 , 334 , 141 , 106 , 10 
23, 7 , 374 , 308 , 136 , 110 , 10 
23, 8 , 375 , 295 , 135 , 118 , 12 
23, 9 , 348 , 277 , 134 , 122 , 12 
23, 10 , 350 , 263 , 135 , 114 , 9 
23, 11 , 336 , 260 , 140 , 110 , 13 
23, 12 , 351 , 274 , 132 , 106 , 11 
23, 13 , 354 , 270 , 137 , 117 , 11 
23, 14 , 411 , 316 , 140 , 111 , 9 
23, 15 , 433 , 347 , 142 , 107 , 10 
23, 16 , 378 , 277 , 138 , 115 , 10 
23, 17 , 345 , 265 , 134 , 114 , 11 
23, 18 , 329 , 257 , 136 , 101 , 9 
23, 19 , 335 , 253 , 133 , 120 , 9 
23, 20 , 344 , 268 , 136 , 116 , 8 
23, 21 , 334 , 259 , 132 , 112 , 12 
23, 22 , 324 , 246 , 128 , 118 , 11 
23, 23 , 345 , 280 , 135 , 116 , 10 
23, 24 , 315 , 264 , 133 , 112 , 10 
23, 25 , 314 , 262 , 126 , 111 , 13 
23, 26 , 347 , 276 , 134 , 114 , 10 
23, 27 , 347 , 289 , 134 , 110 , 12 
23, 28 , 324 , 266 , 137 , 110 , 10 
23, 29 , 337 , 262 , 134 , 120 , 11 
23, 30 , 327 , 277 , 136 , 117 , 9 
23, 31 , 338 , 272 , 135 , 111 , 8 
23, 32 , 302 , 250 , 149 , 106 , 10 
23, 33 , 322 , 256 , 133 , 107 , 11 
23, 34 , 294 , 254 , 120 , 98 , 10 
23, 35 , 276 , 240 , 113 , 104 , 9 
23, 36 , 286 , 236 , 109 , 105 , 8 
23, 37 , 288 , 235 , 114 , 112 , 8 
23, 38 , 310 , 243 , 105 , 116 , 10 
23, 39 , 324 , 260 , 110 , 113 , 11 
23, 40 , 313 , 261 , 111 , 104 , 10 
23, 41 , 304 , 246 , 108 , 117 , 9 
23, 42 , 285 , 229 , 121 , 119 , 8 
23, 43 , 288 , 222 , 126 , 118 , 7 
23, 44 , 304 , 254 , 114 , 117 , 8 
23, 45 , 366 , 290 , 114 , 115 , 9 
23, 46 , 306 , 257 , 115 , 116 , 8 
23, 47 , 297 , 245 , 115 , 119 , 8 
23, 48 , 289 , 250 , 119 , 115 , 9 
23, 49 , 286 , 237 , 121 , 123 , 7 
23, 50 , 289 , 243 , 106 , 121 , 10 
23, 51 , 345 , 328 , 108 , 120 , 10 
23, 52 , 301 , 269 , 111 , 119 , 9 
23, 53 , 329 , 268 , 113 , 119 , 9 
23, 54 , 302 , 256 , 104 , 112 , 7 
23, 55 , 280 , 245 , 106 , 120 , 9 
23, 56 , 272 , 233 , 111 , 122 , 9 
23, 57 , 335 , 277 , 106 , 120 , 10 
23, 58 , 295 , 251 , 111 , 116 , 9 
23, 59 , 276 , 242 , 108 , 114 , 9 
