hour,minute,desktop,smartphone,tablet,other
21, 4 , 375 , 143 , 272 , 8 
21, 5 , 375 , 150 , 260 , 9 
21, 6 , 349 , 148 , 272 , 10 
21, 7 , 351 , 147 , 273 , 11 
21, 8 , 340 , 152 , 277 , 10 
21, 9 , 347 , 151 , 281 , 10 
21, 10 , 348 , 159 , 255 , 13 
21, 11 , 348 , 159 , 265 , 11 
21, 12 , 345 , 155 , 279 , 12 
21, 13 , 348 , 160 , 279 , 10 
21, 14 , 354 , 162 , 275 , 11 
21, 15 , 377 , 165 , 287 , 12 
21, 16 , 381 , 163 , 286 , 9 
21, 17 , 368 , 156 , 271 , 11 
21, 18 , 354 , 150 , 297 , 12 
21, 19 , 337 , 151 , 279 , 10 
21, 20 , 332 , 166 , 292 , 8 
21, 21 , 326 , 170 , 276 , 9 
21, 22 , 357 , 162 , 286 , 9 
21, 23 , 346 , 161 , 293 , 7 
21, 24 , 346 , 163 , 295 , 8 
21, 25 , 329 , 167 , 289 , 11 
21, 26 , 340 , 154 , 285 , 10 
21, 27 , 357 , 160 , 291 , 13 
21, 28 , 339 , 164 , 304 , 9 
21, 29 , 336 , 165 , 308 , 10 
21, 30 , 342 , 162 , 290 , 10 
21, 31 , 326 , 157 , 290 , 10 
21, 32 , 319 , 161 , 291 , 9 
21, 33 , 329 , 158 , 285 , 9 
21, 34 , 331 , 157 , 277 , 11 
21, 35 , 343 , 159 , 288 , 12 
21, 36 , 327 , 157 , 284 , 9 
21, 37 , 338 , 154 , 300 , 10 
21, 38 , 339 , 159 , 292 , 11 
21, 39 , 323 , 150 , 275 , 11 
21, 40 , 314 , 165 , 292 , 11 
21, 41 , 336 , 155 , 277 , 11 
21, 42 , 312 , 162 , 268 , 11 
21, 43 , 319 , 160 , 272 , 10 
21, 44 , 316 , 159 , 280 , 10 
21, 45 , 340 , 156 , 286 , 10 
21, 46 , 329 , 147 , 283 , 10 
21, 47 , 326 , 156 , 303 , 11 
21, 48 , 313 , 163 , 294 , 10 
21, 49 , 329 , 162 , 268 , 10 
21, 50 , 317 , 140 , 292 , 9 
21, 51 , 338 , 154 , 272 , 11 
21, 52 , 317 , 151 , 270 , 10 
21, 53 , 321 , 148 , 276 , 10 
21, 54 , 315 , 159 , 289 , 12 
21, 55 , 319 , 161 , 282 , 8 
21, 56 , 306 , 155 , 278 , 10 
21, 57 , 340 , 158 , 281 , 10 
21, 58 , 333 , 151 , 278 , 8 
21, 59 , 311 , 165 , 272 , 10 
22, -   , 304 , 157 , 287 , 10 
22, 1 , 335 , 160 , 280 , 8 
22, 2 , 333 , 159 , 279 , 10 
22, 3 , 320 , 144 , 290 , 8 
22, 4 , 344 , 145 , 272 , 10 
22, 5 , 338 , 139 , 259 , 9 
22, 6 , 331 , 151 , 272 , 9 
22, 7 , 325 , 153 , 275 , 11 
22, 8 , 327 , 160 , 267 , 11 
22, 9 , 308 , 168 , 291 , 10 
22, 10 , 304 , 170 , 290 , 12 
22, 11 , 303 , 162 , 284 , 10 
22, 12 , 295 , 172 , 288 , 12 
22, 13 , 293 , 157 , 285 , 12 
22, 14 , 323 , 169 , 287 , 10 
22, 15 , 328 , 167 , 291 , 12 
22, 16 , 319 , 168 , 283 , 12 
22, 17 , 311 , 162 , 276 , 9 
22, 18 , 309 , 168 , 288 , 10 
22, 19 , 303 , 160 , 279 , 11 
22, 20 , 298 , 165 , 285 , 11 
22, 21 , 298 , 170 , 276 , 11 
22, 22 , 292 , 163 , 281 , 10 
22, 23 , 299 , 169 , 269 , 11 
22, 24 , 294 , 149 , 272 , 11 
22, 25 , 285 , 154 , 286 , 11 
22, 26 , 287 , 160 , 279 , 13 
22, 27 , 299 , 163 , 263 , 12 
22, 28 , 284 , 166 , 262 , 12 
22, 29 , 278 , 165 , 283 , 12 
22, 30 , 283 , 171 , 274 , 10 
22, 31 , 275 , 171 , 290 , 11 
22, 32 , 267 , 169 , 274 , 10 
22, 33 , 274 , 156 , 265 , 11 
22, 34 , 267 , 163 , 271 , 11 
22, 35 , 248 , 152 , 286 , 11 
22, 36 , 256 , 153 , 278 , 9 
22, 37 , 256 , 153 , 260 , 8 
22, 38 , 269 , 152 , 268 , 9 
22, 39 , 266 , 154 , 256 , 13 
22, 40 , 261 , 151 , 243 , 10 
22, 41 , 260 , 155 , 242 , 8 
22, 42 , 270 , 156 , 243 , 9 
22, 43 , 254 , 144 , 233 , 10 
22, 44 , 261 , 164 , 242 , 10 
22, 45 , 269 , 172 , 249 , 14 
22, 46 , 256 , 156 , 248 , 9 
22, 47 , 260 , 160 , 235 , 11 
22, 48 , 261 , 152 , 231 , 9 
22, 49 , 251 , 139 , 253 , 8 
22, 50 , 249 , 151 , 249 , 10 
22, 51 , 261 , 156 , 232 , 10 
22, 52 , 244 , 141 , 222 , 12 
22, 53 , 256 , 146 , 242 , 10 
22, 54 , 254 , 135 , 223 , 8 
22, 55 , 243 , 134 , 232 , 9 
22, 56 , 247 , 134 , 233 , 7 
22, 57 , 253 , 134 , 227 , 8 
22, 58 , 253 , 138 , 229 , 9 
22, 59 , 254 , 134 , 219 , 7 
23, -   , 240 , 141 , 219 , 9 
23, 1 , 261 , 140 , 209 , 8 
23, 2 , 258 , 125 , 218 , 11 
23, 3 , 241 , 124 , 213 , 12 
23, 4 , 244 , 128 , 201 , 10 
23, 5 , 248 , 129 , 205 , 10 
23, 6 , 244 , 129 , 213 , 8 
23, 7 , 241 , 123 , 200 , 10 
23, 8 , 246 , 118 , 206 , 8 
23, 9 , 239 , 120 , 185 , 8 
23, 10 , 235 , 121 , 190 , 8 
23, 11 , 222 , 118 , 183 , 10 
23, 12 , 223 , 119 , 192 , 9 
23, 13 , 217 , 125 , 180 , 9 
23, 14 , 226 , 124 , 182 , 10 
23, 15 , 233 , 115 , 182 , 10 
23, 16 , 231 , 116 , 166 , 5 
23, 17 , 220 , 113 , 174 , 8 
23, 18 , 218 , 114 , 169 , 7 
23, 19 , 213 , 117 , 174 , 7 
23, 20 , 205 , 125 , 179 , 8 
23, 21 , 210 , 113 , 178 , 7 
23, 22 , 218 , 113 , 178 , 8 
23, 23 , 212 , 114 , 172 , 7 
23, 24 , 205 , 110 , 177 , 7 
23, 25 , 215 , 117 , 162 , 6 
23, 26 , 210 , 113 , 171 , 8 
23, 27 , 209 , 108 , 176 , 7 
23, 28 , 185 , 105 , 174 , 5 
23, 29 , 188 , 104 , 179 , 6 
23, 30 , 193 , 98 , 164 , 8 
23, 31 , 202 , 102 , 155 , 7 
23, 32 , 192 , 101 , 158 , 9 
23, 33 , 190 , 108 , 158 , 7 
23, 34 , 187 , 105 , 152 , 7 
23, 35 , 182 , 107 , 150 , 7 
23, 36 , 184 , 102 , 149 , 6 
23, 37 , 178 , 102 , 160 , 6 
23, 38 , 183 , 102 , 143 , 6 
23, 39 , 188 , 100 , 156 , 5 
23, 40 , 171 , 94 , 160 , 6 
23, 41 , 176 , 95 , 156 , 5 
23, 42 , 171 , 91 , 151 , 7 
23, 43 , 164 , 97 , 137 , 7 
23, 44 , 162 , 82 , 133 , 6 
23, 45 , 165 , 94 , 137 , 6 
23, 46 , 173 , 90 , 142 , 5 
23, 47 , 165 , 89 , 134 , 6 
23, 48 , 160 , 89 , 133 , 6 
23, 49 , 175 , 93 , 131 , 7 
23, 50 , 167 , 87 , 126 , 7 
23, 51 , 168 , 86 , 130 , 7 
23, 52 , 169 , 83 , 124 , 4 
23, 53 , 168 , 89 , 121 , 5 
23, 54 , 160 , 84 , 113 , 7 
23, 55 , 162 , 81 , 119 , 6 
23, 56 , 154 , 78 , 116 , 6 
23, 57 , 158 , 82 , 111 , 5 
23, 58 , 153 , 92 , 115 , 4 
23, 59 , 160 , 80 , 110 , 7 
